address,auditResult,confidence,documentCount,evidenceCount,id,lastEvidenceAt,latitude,legacyId,longitude,mapReady,precision,publishReady,publishedAt,reviewed,sceneReady,sourceFinalUrl,sourceHttpStatus,sourceKind,sourceProbeError,sourceReachable,sourceUrl,state,territoryId,title,usefulnessLevel,usefulnessScore,reasons,warnings
Новое Ибрайкино,needs_review,low,2,2,evt_5422884d4c90bf4967d73a0f,2026-09-05T19:31:56Z,54.8679981,,51.1654878,False,settlement,False,2026-09-04T12:26:50Z,False,False,https://aksubayevo.ru/news/geroiami-ne-rozdaiutsia-imi-stanoviatsia/v-novom-ibraikine-aksubaevskogo-raiona-sostoialos-otkrytie-memorialnoi-doski-boicu-svo,200,media,,True,https://aksubayevo.ru/news/geroiami-ne-rozdaiutsia-imi-stanoviatsia/v-novom-ibraikine-aksubaevskogo-raiona-sostoialos-otkrytie-memorialnoi-doski-boicu-svo,reported,mo-92604430,В Новом Ибрайкине Аксубаевского района состоялось открытие мемориальной доски бойцу СВО,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_ca4c55124c04d5f11fd9bb58,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-04T12:23:00Z,False,False,https://novoshishminsk.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,200,media,,True,https://novoshishminsk.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,unknown,mo-92645000,Банк России в I полугодии 2026 года выявил в Татарстане 25 нелегальных кредиторов,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_cb1ca9f126195f7136cfcaa2,2026-09-05T20:00:16Z,,,,False,territory,False,2026-09-04T12:17:33Z,False,False,https://t.me/sarman_rt/32021,200,media,,True,https://t.me/sarman_rt/32021,resolved,mo-92653420,Илексаз мәктәбенең ашханәсе капиталь төзекләндерелде,context,0,not_editorially_useful,
,needs_review,medium,1,3,evt_f5e37980c655090732b7af13,2026-09-05T20:00:46Z,,,,False,territory,False,2026-09-04T12:16:15Z,False,False,https://t.me/muslumirc/44284,200,media,,True,https://t.me/muslumirc/44284,reported,mo-92642000,В «Офык» стартовал новый сезон кружка робототехники,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_9cf3e83bdac36398f53c5e6b,2026-09-05T20:01:18Z,,,,False,territory,False,2026-09-04T12:15:00Z,False,False,https://tukai-rt.ru/news/m%D3%99garif/avyl-belan-berga-uskan-maktap-masstably-remonttan-son-belem-kone,200,media,,True,https://tukai-rt.ru/news/mәgarif/avyl-belan-berga-uskan-maktap-masstably-remonttan-son-belem-kone,reported,mo-92701000,Школа в Яңа поселогы после масштабного ремонта встретила новый учебный год,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_24fdb17633cc278418668c70,2026-09-05T19:31:45Z,,,,False,territory,False,2026-09-04T12:05:04Z,False,False,https://t.me/BavlyinformNEWS/44442,200,media,,True,https://t.me/BavlyinformNEWS/44442,reported,mo-92614000,27 августа в Бавлинском районе прошло открытие 53-го конкурса операторов машинного доения.,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_bfb4bc0ee8001b374676a447,2026-09-05T19:31:50Z,,,,False,territory,False,2026-09-04T12:04:47Z,False,False,https://t.me/nurlatinform/82239,200,media,,True,https://t.me/nurlatinform/82239,planned,mo-92646000,"Всего в ЛПХ сейчас 685 КРС, и это число держится благодаря субсидиям.",context,16,not_editorially_useful,
,needs_review,low,1,1,evt_d632cf4f01f471657778fd70,2026-09-05T19:31:44Z,,,,False,territory,False,2026-09-04T12:00:41Z,False,False,https://t.me/alki_vesti/20584,200,media,,True,https://t.me/alki_vesti/20584,planned,mo-92607000,* Г) Отключаю все уведомления на телефоне во время работы.,context,0,not_editorially_useful,
,ready,low,1,1,evt_d1ab089ebe94e348bbe26f05,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T12:00:00Z,False,False,https://nurlat-tat.ru/news/proekt-zivet-selo-zivet-rossiia/okolo-25-millionov-rublei-gospodderzki-polucili-ziteli-novo-iglaikinskogo-poseleniia,200,media,,True,https://nurlat-tat.ru/news/proekt-zivet-selo-zivet-rossiia/okolo-25-millionov-rublei-gospodderzki-polucili-ziteli-novo-iglaikinskogo-poseleniia,unknown,mo-92646000,"Около 2,5 миллионов рублей господдержки получили жители Новоиглайкинского поселения",useful,80,,
,needs_review,low,1,1,evt_a104de86405fe3067e9791b7,2026-09-05T19:32:00Z,,,,False,territory,False,2026-09-04T11:58:00Z,False,False,https://kamskoe-ustie.ru/news/finansovaia-gramotnost/bank-rossii-vyiavil-v-tatarstane-25-cernyx-kreditorov,200,media,,True,https://kamskoe-ustie.ru/news/finansovaia-gramotnost/bank-rossii-vyiavil-v-tatarstane-25-cernyx-kreditorov,unknown,mo-92630000,Банк России выявил в Татарстане 25 «черных» кредиторов,context,0,not_editorially_useful,
Балтачево,ready,low,1,1,evt_6bc7e2f68932432f10b0adc6,2026-09-05T19:31:48Z,55.1621265,,48.9736283,False,settlement,True,2026-09-04T11:56:01Z,False,False,https://t.me/volzhskie/36087,200,media,,True,https://t.me/volzhskie/36087,resolved,mo-92630403,"В прошлом году здесь завершили первый этап работ за счет грантовых средств – подготовили площадку на берегу пруда, предварительно осушив болото.",useful,79,,
,needs_review,low,1,1,evt_995113dce20e5594706e41a8,2026-09-05T19:31:59Z,,,,False,territory,False,2026-09-04T11:49:00Z,False,False,https://kaibicy.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,200,media,,True,https://kaibicy.ru/news/finansovaya-gramotnost/bank-rossii-v-i-polugodii-2026-goda-vyiavil-v-tatarstane-25-nelegalnyx-kreditorov,reported,mo-92629000,Банк России в I полугодии 2026 года выявил в Татарстане 25 нелегальных кредиторов,context,16,not_editorially_useful,
Чистополь,needs_review,low,1,1,evt_c3dd4862fe2f013f7cac6d24,2026-09-05T19:32:04Z,55.3714831,,50.6367311,False,settlement,False,2026-09-04T11:46:00Z,False,False,https://chistopol-rt.ru/news/obschestvo/v-cistopole-ogranicat-vodosnabzenie-v-neskolkix-mikroraionax,200,media,,True,https://chistopol-rt.ru/news/obschestvo/v-cistopole-ogranicat-vodosnabzenie-v-neskolkix-mikroraionax,planned,mo-92659101,"Воду отключат сегодня Сегодня, 4 сентября, в Чистополе с 15:30 до 18:00 будет ограничено водоснабжение в нескольких микрорайонах города.",useful,87,open_state_text_looks_finished,
,needs_review,low,1,1,evt_e22bd770d0e05ae5ce48e5df,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-04T11:45:16Z,False,False,https://t.me/tatmediaofficial/158547,200,media,,True,https://t.me/tatmediaofficial/158547,resolved,,В Татарстане открыли учебно-тренировочный комплекс МЧС и новую пожарно-спасательную часть,context,59,not_editorially_useful,
,needs_review,low,1,1,evt_d9887c7d9abc6b51a7c70669,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-04T11:40:22Z,False,False,https://t.me/zpravda/108565,200,media,,True,https://t.me/zpravda/108565,reported,mo-92628000,🔹 Алексей Кульков – начальник производства завода имени Серго (ПОЗиС).,context,36,not_editorially_useful,
,needs_review,low,1,1,evt_ca575597f1560ef5c0c1a874,2026-09-05T19:31:52Z,,,,False,territory,False,2026-09-04T11:37:45Z,False,False,https://t.me/chistopol_news/41974,200,media,,True,https://t.me/chistopol_news/41974,reported,mo-92659101,"Он рассказал, как зародилось предприятие, его становлении и людях, кто стоял у истоков, кто вместе с заводом проходил непростые времена, помогал открывать новые",context,16,not_editorially_useful,
,needs_review,low,1,1,evt_c3195297640265419c412bba,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-04T11:36:01Z,False,False,https://t.me/universityinnopolis/3578,200,media,,True,https://t.me/universityinnopolis/3578,unknown,RU-TA,Наши учёные научили ИИ предсказывать взгляд врача при чтении рентгеновского снимка,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_5fe6b91c52b538d7dc1b86dc,2026-09-05T19:31:46Z,,,,False,territory,False,2026-09-04T11:35:02Z,False,False,https://t.me/bugulgazeta/58338,200,media,,True,https://t.me/bugulgazeta/58338,reported,mo-92617101,Суд Бугульмы обязал компанию вернуть покупательнице более 61 тыс. рублей за навязанные услуги ⚖️📱,context,16,not_editorially_useful,
,ready,medium,1,1,evt_e2f1fe591a93a0d578d29cbc,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:33:29Z,False,False,https://t.me/rusloboda/35322,200,media,,True,https://t.me/rusloboda/35322,reported,mo-92650151,В Балык-Бистәсе районе произошло 3 пожара,useful,62,,
,needs_review,low,1,1,evt_e658c2ac461dd39a3c1e9028,2026-09-05T19:31:56Z,,,,False,territory,False,2026-09-04T11:31:00Z,False,False,https://almetievsk-ru.ru/news/gorod/ziteli-almetevska-zdut-kogda-otvetstvennye-sluzby-zaversat-remontnye-raboty-i-vosstanoviat-trotuary,200,media,,True,https://almetievsk-ru.ru/news/gorod/ziteli-almetevska-zdut-kogda-otvetstvennye-sluzby-zaversat-remontnye-raboty-i-vosstanoviat-trotuary,unknown,mo-92608101,"Жители Альметьевска ждут, когда ответственные службы завершат ремонтные работы и восстановят тротуары",context,42,not_editorially_useful,
,ready,medium,1,2,evt_3c5b5475baab34f29783ee96,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:30:48Z,False,False,https://t.me/xezmet_gazetasi/59752,200,media,,True,https://t.me/xezmet_gazetasi/59752,in_progress,mo-92615000,В Балтаче и Салавыче строят комплекс из 10 одноэтажных домов,useful,79,,
,ready,medium,1,2,evt_9b8fbdaddbea824b8e344af3,2026-09-05T20:04:19Z,,,,False,territory,True,2026-09-04T11:27:20Z,False,False,https://t.me/buinsknews/47201,200,media,,True,https://t.me/buinsknews/47201,unknown,mo-92618000,В Буинском районе началась выдача разрешений на добычу пушных зверей,useful,79,,
Большое Фролово,ready,low,1,1,evt_fcddad998101d900a9e3948a,2026-09-05T19:31:46Z,55.0500105,,48.4087761,False,settlement,True,2026-09-04T11:26:57Z,False,False,https://t.me/buinsknews/47200,200,media,,True,https://t.me/buinsknews/47200,reported,mo-92618419,Восстановление сооружения признано экономически нецелесообразным — стоимость капитального ремонта сопоставима со строительством нового объекта.,useful,70,,
,needs_review,low,1,1,evt_4f2444c053aff9556959b92a,2026-09-05T19:31:46Z,,,,False,territory,False,2026-09-04T11:23:46Z,False,False,https://t.me/buinsknews/47199,200,media,,True,https://t.me/buinsknews/47199,planned,mo-92618000,В Татарстане ожидается ухудшение погоды,context,0,not_editorially_useful,
,needs_review,medium,1,2,evt_4c802d44b5e1e0e8ab60e89d,2026-09-05T20:04:19Z,,,,False,territory,False,2026-09-04T11:22:00Z,False,False,https://atnya-rt.ru/news/yukhidi/kazanda-tulanmagan-straflary-iozdan-artyp-kitkan-masina-iortucenen-masinasyn-algannar,200,media,,True,https://atnya-rt.ru/news/yukhidi/kazanda-tulanmagan-straflary-iozdan-artyp-kitkan-masina-iortucenen-masinasyn-algannar,reported,mo-92701000,В Казани у водителя изъяли автомобиль за множество неоплаченных штрафов,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_288aa9189132939a9fd175f7,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-04T11:21:34Z,False,False,https://t.me/chelny_news1/48614,200,media,,True,https://t.me/chelny_news1/48614,resolved,mo-92730000,Ремонт моста через реку Тойма в Елабужском районе планируют завершить значительно раньше первоначального срока.,useful,70,resolved_text_looks_open,
,needs_review,medium,1,2,evt_d644e485d659af5dfe62f936,2026-09-05T20:05:03Z,,,,False,territory,False,2026-09-04T11:18:00Z,False,False,https://tetyushy.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,200,media,,True,https://tetyushy.ru/news/obshchestvo/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,reported,mo-92655000,Открыт отбор по гранту «Агромотиватор»,context,0,not_editorially_useful,
Набережные Челны,ready,low,2,2,evt_aaf3379a3e2d3cd2935b07f5,2026-09-05T19:31:54Z,55.7419774,,52.399207,False,settlement,True,2026-09-04T11:14:00Z,False,False,https://nabchelny.ru/news/62353,200,official,,True,https://nabchelny.ru/news/62353,resolved,mo-92730000,Во Дворце культуры «Энергетик» торжественно открыли новый сезон образовательного проекта для людей старшего поколения.,useful,79,,
,needs_review,low,1,1,evt_13d0a6e42f0b30d58abe6a9a,2026-09-05T19:32:04Z,,,,False,territory,False,2026-09-04T11:12:00Z,False,False,https://chelny-izvest.ru/news/facts/most-cerez-toimu-v-tatarstane-mogut-otkryt-na-god-ranse,200,media,,True,https://chelny-izvest.ru/news/facts/most-cerez-toimu-v-tatarstane-mogut-otkryt-na-god-ranse,unknown,mo-92730000,Мост через Тойму в Татарстане могут открыть на год раньше,context,16,summary_too_short|not_editorially_useful,
,needs_review,low,1,1,evt_9ea22a01a182c863eff41bf5,2026-09-05T19:31:42Z,,,,False,territory,False,2026-09-04T11:06:00Z,False,False,,,official,URLError,False,https://16.rosstat.gov.ru/news/document/289820,unknown,RU-TA,"Подготовлен комплексный информационный доклад ""Социально-экономическое положение Республики Татарстан"" за январь-июль 2026 года",context,0,not_editorially_useful,source_unreachable_at_audit
,needs_review,medium,1,1,evt_589eb0fd0c79dfe1a9fe45c5,2026-09-05T20:05:04Z,,,,False,territory,False,2026-09-04T11:04:00Z,False,False,https://sarman-rt.ru/news/rubriki-dlya-gazetyi-na-tatarskom/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,200,media,,True,https://sarman-rt.ru/news/rubriki-dlya-gazetyi-na-tatarskom/tatarstannyn-top-simvoly-bulgan-soembika-manarasynda-masstably-remont-baslandy,reported,mo-92701000,Сөембикә манарасында масштаблы ремонт башланды,context,16,not_editorially_useful,
,needs_review,low,1,1,evt_dab5d03912e0044bd7fc9127,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-04T11:03:14Z,False,False,https://t.me/rusloboda/35321,200,media,,True,https://t.me/rusloboda/35321,reported,mo-92650000,Татарстанцев предупреждают о повышенной опасности лосей,context,0,not_editorially_useful,
,ready,low,1,1,evt_f0d6bcbc780d65b28f75cc7a,2026-09-05T19:31:47Z,,,,False,territory,True,2026-09-04T11:02:21Z,False,False,https://t.me/zpravda/108564,200,media,,True,https://t.me/zpravda/108564,resolved,mo-92628101,"В Художественной галерее открылась экспозиция «По следам Тукая», приуроченная к 140-летию великого татарского поэта.",useful,79,,
,needs_review,low,1,1,evt_9efdd49c4dc3ee144c6f0c97,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-04T11:00:56Z,False,False,https://t.me/tatmediaofficial/158546,200,media,,True,https://t.me/tatmediaofficial/158546,unknown,,Сейчас он проходит подготовку перед отправкой на передовую.,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_48a20a38d3a768b10283dc69,2026-09-05T19:32:02Z,,,,False,territory,False,2026-09-04T11:00:00Z,False,False,https://nurlat-tat.ru/news/pogoda/v-nurlate-ozidaiutsia-liven-i-grad-1788519934,200,media,,True,https://nurlat-tat.ru/news/pogoda/v-nurlate-ozidaiutsia-liven-i-grad-1788519934,reported,mo-92646000,В Нурлате ожидаются ливень и град,context,20,not_editorially_useful,
,ready,medium,1,2,evt_71a75dbd7cf04a759bf01ef0,2026-09-05T20:05:04Z,,,,False,territory,True,2026-09-04T11:00:00Z,False,False,https://baltaci.ru/news/kon-temasy/baltacta-ham-salavyc-avylynda-10-ber-etazly-iorttan-torgan-kompleks-tozela,200,media,,True,https://baltaci.ru/news/kon-temasy/baltacta-ham-salavyc-avylynda-10-ber-etazly-iorttan-torgan-kompleks-tozela,in_progress,mo-92615151,В Балтаче и Салавыче строят жилой комплекс из 10 одноэтажных домов,useful,79,,
Зеленодольск,ready,medium,1,1,evt_9eb65b3513607df7a67a354d,2026-09-05T20:05:04Z,55.8477605,,48.5097031,False,settlement,True,2026-09-04T11:00:00Z,False,False,https://zpravda.ru/news/novosti/v-zelenodolske-posle-masstabnogo-kapremonta-otkryli-sportivnuiu-skolu-olimpiiskogo-rezerva-1,200,media,,True,https://zpravda.ru/news/novosti/v-zelenodolske-posle-masstabnogo-kapremonta-otkryli-sportivnuiu-skolu-olimpiiskogo-rezerva-1,resolved,mo-92628101,В Зеленодольске после масштабного капремонта открыли спортивную школу олимпийского резерва № 1,useful,87,,
,needs_review,medium,1,1,evt_c4dc703edd0d92032cdd70bb,2026-09-05T20:05:40Z,,,,False,territory,False,2026-09-04T11:00:00Z,False,False,https://tulachi.ru/news/v-respublike/kazanda-tincurin-teatry-ocen-grantny-arttyrdylar,200,media,,True,https://tulachi.ru/news/v-respublike/kazanda-tincurin-teatry-ocen-grantny-arttyrdylar,reported,mo-92656000,Увеличен грант для театра имени Тинчурина в Казани,context,16,not_editorially_useful,
,ready,low,1,1,evt_1f528ad271f062105bf3866f,2026-09-05T19:32:05Z,,,,False,territory,True,2026-09-04T10:59:01Z,False,False,https://t.me/kzn_official/23595,200,official,,True,https://t.me/kzn_official/23595,reported,mo-92701000,"Гостей ждут выступление оркестра «Милли музыка», акустический лайв Defne, мастер-классы по строительству скворечников, рисованию натюрмортов, созданию кашпо, эк",useful,62,,
,needs_review,low,1,1,evt_e086bd7d1586d222811f1e35,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-04T10:58:08Z,False,False,https://t.me/chelny_news1/48612,200,media,,True,https://t.me/chelny_news1/48612,unknown,mo-92701000,Сейчас прямые рейсы в Мале из России выполняет только «Аэрофлот» из Москвы.,context,20,not_editorially_useful,
,needs_review,medium,1,2,evt_78e03cf78bd670a6185bc75b,2026-09-05T19:59:45Z,,,,False,territory,False,2026-09-04T10:58:06Z,False,False,https://t.me/BavlyinformNEWS/44436,200,media,,True,https://t.me/BavlyinformNEWS/44436,reported,mo-92614000,В Татарстане напомнили о квоте рабочих мест для участников СВО,context,16,not_editorially_useful,
,needs_review,low,2,2,evt_d0609cb3d42f7e25a3a8cff0,2026-09-05T19:32:04Z,,,,False,territory,False,2026-09-04T10:47:08Z,False,False,https://chelny-izvest.ru/news/utility/podval-v-kanalizacii-uk-elektrotexnikov-zaplatit-straf-140-tysiac-rublei,200,media,,True,https://chelny-izvest.ru/news/utility/podval-v-kanalizacii-uk-elektrotexnikov-zaplatit-straf-140-tysiac-rublei,reported,mo-92730000,Подвал в канализации: УК «Электротехников» заплатит штраф 140 тысяч рублей,context,16,not_editorially_useful,
,needs_review,medium,1,2,evt_d790b5bb7a10339c282f0c65,2026-09-05T20:05:40Z,,,,False,territory,False,2026-09-04T10:43:00Z,False,False,https://tulachi.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,200,media,,True,https://tulachi.ru/news/v-respublike/minselxozprod-rt-obieiavliaet-otbor-po-grantu-agromativator,reported,mo-92656000,Открыт отбор по проекту «Агромотиватор»,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_1b535090ef7abaa7627bc61f,2026-09-05T19:31:58Z,,,,False,territory,False,2026-09-04T10:38:00Z,False,False,https://elabuga-rt.ru/news/novosti/remont-mosta-cerez-toimu-zaversat-dosrocno,200,media,,True,https://elabuga-rt.ru/news/novosti/remont-mosta-cerez-toimu-zaversat-dosrocno,unknown,mo-92626000,Ремонт моста через Тойму завершат досрочно,context,50,not_editorially_useful,
,ready,low,1,1,evt_b362ec45b20e97783b2fcc22,2026-09-05T19:32:02Z,,,,False,territory,True,2026-09-04T10:38:00Z,False,False,https://pestrecy-rt.ru/news/obschestvo/zitelei-pestrecinskogo-raiona-predupredili-o-vozmoznom-otkliucenii-vody-za-dolgi,200,media,,True,https://pestrecy-rt.ru/news/obschestvo/zitelei-pestrecinskogo-raiona-predupredili-o-vozmoznom-otkliucenii-vody-za-dolgi,paused,mo-92648455,Жителей Пестречинского района предупредили о возможном отключении воды за долги,useful,97,,
,needs_review,medium,1,2,evt_ddd579a9754ccf21de77a681,2026-09-05T20:05:40Z,,,,False,territory,False,2026-09-04T10:38:00Z,False,False,https://chuprale-online.ru/news/obschestvo/v-tatarstane-ozidaiutsia-groza-usilenie-vetra-i-tuman,200,media,,True,https://chuprale-online.ru/news/obschestvo/v-tatarstane-ozidaiutsia-groza-usilenie-vetra-i-tuman,reported,mo-92624000,"В Татарстане ожидаются гроза, усиление ветра и туман",context,0,not_editorially_useful,
,needs_review,low,1,1,evt_c6ceb5e60b174740fc6365fa,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-04T10:37:03Z,False,False,https://t.me/chelnytv/46155,200,media,,True,https://t.me/chelnytv/46155,reported,mo-92730000,Будут знать о правилах и основах пожарной безопасности со школьной скамьи,context,36,not_editorially_useful,
,needs_review,medium,1,1,evt_4055251925710a71d17193a3,2026-09-05T20:06:13Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,https://t.me/sabatannars/47517,200,media,,True,https://t.me/sabatannars/47517,reported,,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_cf2ee6e0de4404557fa9b738,2026-09-05T20:06:53Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,https://t.me/sarman_rt/32019,200,media,,True,https://t.me/sarman_rt/32019,reported,mo-92653000,В 2026 году автомобилисты смогут воспользоваться льготами и субсидиями,context,0,not_editorially_useful,
,needs_review,medium,1,1,evt_ec6f446df0a81d4fbf9937ab,2026-09-05T20:06:13Z,,,,False,territory,False,2026-09-04T10:34:04Z,False,False,https://t.me/xezmet_gazetasi/59751,200,media,,True,https://t.me/xezmet_gazetasi/59751,reported,mo-92615000,В 2026 году автомобилисты смогут воспользоваться скидками и субсидиями,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_d1b3e307cf629265ff6fafe2,2026-09-05T19:31:59Z,,,,False,territory,False,2026-09-04T10:25:00Z,False,False,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,200,media,,True,https://kaibicy.ru/news/novosti/policeiskie-otkryli-ogon-presleduia-pianogo-voditelia-v-tatarstane,resolved,mo-92629000,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",context,59,not_editorially_useful,
,needs_review,low,1,1,evt_a20df1144d0af0bdc8bb9bc6,2026-09-05T19:31:57Z,,,,False,territory,False,2026-09-04T10:23:00Z,False,False,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,200,media,,True,https://buinsk-tat.ru/news/vchera-segodnya-zavtra/v-tatarstane-uvelicili-cislo-polucatelei-granta-zilishhnyi-sertifikat-pedagogu,unknown,mo-92618000,В Татарстане увеличили число получателей гранта «Жилищный сертификат педагогу»,context,0,not_editorially_useful,
,needs_review,low,1,1,evt_e530e95bac9ab065ad2ac23d,2026-09-05T19:31:49Z,,,,False,territory,False,2026-09-04T10:20:25Z,False,False,https://t.me/ntr24ru/45240,200,media,,True,https://t.me/ntr24ru/45240,planned,mo-92644101,На улице 30 лет Победы после ремонта появятся велодорожки,useful,80,open_state_text_looks_finished,
,needs_review,low,1,1,evt_a67137671165b1aa5e80d4ed,2026-09-05T19:31:53Z,,,,False,territory,False,2026-09-04T10:15:47Z,False,False,https://t.me/chelny_news1/48607,200,media,,True,https://t.me/chelny_news1/48607,reported,mo-92730000,В Челны едут лечиться из-за границы: БСМП приняла пациентов из 17 стран,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_3c56f99855fda08de8c6831f,2026-09-05T19:31:51Z,,,,False,territory,False,2026-09-04T10:12:02Z,False,False,https://t.me/yakti_ul/31313,200,media,,True,https://t.me/yakti_ul/31313,reported,mo-92657000,Ильсия Бадретдинова выступит на закрытии конкурса водителей грузовиков в Челнах!,context,20,not_editorially_useful,
,needs_review,low,1,1,evt_83bc6c378a7aae63da1782f0,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-04T10:10:02Z,False,False,https://t.me/zainsknews/60991,200,media,,True,https://t.me/zainsknews/60991,reported,mo-92627000,Число пожилых людей в мире впервые превысило численность детей,context,67,not_editorially_useful,
,needs_review,medium,1,3,evt_0eae2608777171ef9738c9c9,2026-09-05T20:06:53Z,,,,False,territory,False,2026-09-04T09:44:11Z,False,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"На улице Карла Маркса проведут подключение абонентов к новому водоводу — улице Карла Маркса, 37а",context,67,not_editorially_useful,
"улица Карла Маркса, 12",needs_review,low,1,1,evt_22f91d37a1af8b61bebc5675,2026-09-05T15:47:50Z,55.8514996,,48.49710657761378,False,building,False,2026-09-04T09:44:11Z,True,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 12",context,67,not_editorially_useful,
"улица Карла Маркса, 10",needs_review,low,1,1,evt_530a16805b3c33717e5e6c2e,2026-09-05T15:47:50Z,55.85199605,,48.49748442040088,False,building,False,2026-09-04T09:44:11Z,True,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 10",context,67,not_editorially_useful,
"улица Карла Маркса, 2",needs_review,low,1,1,evt_5c8907c441b42895565e0c68,2026-09-05T15:47:50Z,55.8517664,,48.4899317,False,site,False,2026-09-04T09:44:11Z,True,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 2",context,67,not_editorially_useful,
"улица Карла Маркса, 37а",needs_review,low,1,1,evt_8e8c646c1539c72ed2af5e7e,2026-09-05T15:47:50Z,55.8507991,,48.49650836179667,False,building,False,2026-09-04T09:44:11Z,True,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 37а",context,67,not_editorially_useful,
"улица Карла Маркса, 3",needs_review,low,1,1,evt_ef1fcb27fb27e780e6948a8f,2026-09-05T15:47:50Z,55.85129725,,48.48866021253663,False,building,False,2026-09-04T09:44:11Z,True,False,https://t.me/zpravda/108559,200,media,,True,https://t.me/zpravda/108559,planned,mo-92628000,"Отключение воды на улице Карла Маркса — улица Карла Маркса, 3",context,67,not_editorially_useful,
,needs_review,low,1,1,evt_4cd6a9cf0ab8c946c38ba19b,2026-09-05T19:31:47Z,,,,False,territory,False,2026-09-04T09:40:22Z,False,False,https://t.me/zpravda/108553,200,media,,True,https://t.me/zpravda/108553,reported,mo-92628000,От слов к делу: финансисты Зеленодольского района сдали ГТО!,context,0,not_editorially_useful,
,ready,medium,1,1,evt_040c411e93fff88c9716150a,2026-09-05T20:07:29Z,,,,False,territory,True,2026-09-04T09:36:01Z,False,False,https://t.me/universityinnopolis/3577,200,media,,True,https://t.me/universityinnopolis/3577,reported,RU-TA,Продлён приём заявок на премии по промышленной робототехнике и складской логистике,useful,62,,
,needs_review,low,1,1,evt_1f4c38790a59d536d5b8fd25,2026-09-05T19:31:43Z,,,,False,territory,False,2026-09-04T09:35:00Z,False,False,https://t.me/tatmediaofficial/158543,200,media,,True,https://t.me/tatmediaofficial/158543,resolved,,"Полицейские открыли огонь, преследуя пьяного водителя в Татарстане",context,59,not_editorially_useful,
